"type","customer_name","customer_name_2","sale_number","date_completed","total","total_hours","total_cost","profit","margin","employee_name","store_division"
"CPT/HS","Cfs Millicare","Price Waterhouse Cooper, Llc","8618","02/01/2019","1250.00","0.00","0.00","0.00","100.00","Waylon Roberts","Cincinnati"
"","Performance Gymnastics","Performance Gymnastics","8619","02/01/2019","500.00","0.00","0.00","0.00","100.00","Waylon Roberts","Cincinnati" 
"","Keating Muething &amp; Klekamp PLL","Kmk Law","8620","02/21/2019","1880.00","15.25","472.75","1093.93","69.82","Waylon Roberts","Cincinnati"   
"CPT","Mercy Hospital Fairfield","Mercy Hosptial Fairfield","8621","03/04/2019","690.00","10.00","310.00","725.00","70.05","Waylon Roberts","Cincinnati"
"CPT","OMNOVA Solutions C/O Millennia Commercial Group","Omnova","8622","02/01/2019","455.00","12.50","387.50","522.50","57.42","Ryan Reynolds","Cleveland"     
"CPT/HS","Porter Wright Morris & Arthur, LLP","Porter Wright","8623","02/01/2019","405.00","6.50","201.50","203.50","50.25","Ryan Reynolds","Cleveland"
"HS","Progressive Insurance Company","Alpha South","8624","02/17/2019","845.00","10.05","311.55","-171.05","-121.70","Ryan Reynolds","Cleveland" 
"HS","Skyline Tower","Skyline Towers","8625","02/01/2019","4665.00","107.53","3333.43","1114.84","25.06","Ryan Reynolds","Cleveland" 
"CPT","Weston Hurd","Weston Hurd","8626","02/01/2019","210.00","6.66","206.46","3.54","1.69","Ryan Reynolds","Cleveland"  
"CPT","American Electric Power","Aep - Main Office","8627","02/01/2019","1217.00","12.07","374.17","234.33","38.51","Ryan Reynolds","Cleveland"
"CPT","Aleris","Aleris","8628","02/01/2019","750.00","10.38","321.78","-18.03","-5.94","Ryan Reynolds","Cleveland"
"CPT/HS","Benesch Friedlander Coplan","Benesch Friedlander Coplan & Aronoff","8629","02/01/2019","1526.38","15.61","483.91","435.49","47.37","Ryan Reynolds","Cleveland"  
"CPT","Cover My Meds","Cover My Meds","8630","02/04/2019","358.00","6.67","206.77","151.23","42.24","Ryan Reynolds","Cleveland"   
"CPT","Ehove Career Center","Ehove","8631","02/01/2019","374.50","4.04","125.24","155.64","55.41","Ryan Reynolds","Cleveland"
"CPT","Ehove Career Center","Ehove","8632","02/01/2019","1014.00","16.00","496.00","264.50","34.78","Ryan Reynolds","Cleveland" 
"CPT","G &amp; I IX 200 Public Square","CBRE","8633","02/01/2019","734.00","11.42","354.02","-8.52","-2.47","Ryan Reynolds","Cleveland"
"HS","Quintus Landlord  LLC","Higbee Building","8634","02/01/2019","1295.00","16.03","496.93","798.07","61.63","Ryan Reynolds","Cleveland"
"CPT/HS","Meister Media","Meister Media","8635","02/01/2019","770.00","10.16","314.96","-106.96","-51.42","Ryan Reynolds","Cleveland"
"CPT","MB Design Group","Oh Dept. Of Mh & Addiction Services","8636","02/01/2019","5493.67","79.11","2452.41","2125.69","46.43","Ryan Reynolds","Cleveland"  
"CPT","Alliance Data Systems","Alliance Data - CAD 1 - Entry Extraction","8637","02/01/2019","450.00","0.00","0.00","225.00","100.00","Mark Murphy","Columbus"
"HS","Petland","Petland - Bethel Rd","8638","02/01/2019","1040.00","9.50","294.50","745.50","71.68","Steven Pflug","Columbus"
"CPT","Shumaker, Loop & Kendrick - Toledo","Shumaker Loop & Kendrick","8639","02/01/2019","502.00","8.22","254.82","-2.32","-0.92","Ryan Reynolds","Cleveland"  
"HS","Petland","Petland - Lewis Center","8640","02/01/2019","1040.00","12.00","372.00","668.00","64.23","Steven Pflug","Columbus"
"CPT/HS","Worthington Public Library","Old Worthington Library","8641","02/01/2019","2200.74","19.00","589.00","786.49","57.18","Steven Pflug","Columbus"
"CPT/HS","Vega Americas, Inc.","Vega Americas, Inc.","8642","02/22/2019","3883.00","44.00","1364.00","2468.50","64.41","Waylon Roberts","Cincinnati" 
"HS","First Federal Lakewood","First Federal Lakewood","8643","02/01/2019","215.00","0.00","0.00","215.00","100.00","Ryan Reynolds","Cleveland"
"CPT","Fit Technologies","Fit Technologies","8644","03/11/2019","225.00","7.32","226.92","223.08","49.57","Ryan Reynolds","Cleveland"
"CPT/HS","Alba Manufacturing","Alba Manufacturing","8645","02/15/2019","1590.00","0.00","0.00","1590.00","100.00","Melody Cain","Cincinnati"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Dublin","8646","02/04/2019","287.62","2.50","77.50","80.17","50.85","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Delaware","8647","02/05/2019","437.44","4.00","124.00","218.32","63.78","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Easton","8648","02/01/2019","299.06","5.00","155.00","-155.00","0.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Fort Wayne","8649","02/19/2019","476.93","0.00","0.00","545.16","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Grove City","8650","02/06/2019","315.34","0.00","0.00","315.34","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Heath","8651","02/05/2019","441.29","3.50","108.50","292.45","72.94","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Henderson Rd","8652","02/04/2019","440.33","4.00","124.00","316.33","71.84","Mark Murphy","Columbus"  
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Hilliard","8653","02/01/2019","405.76","2.00","62.00","368.32","85.59","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Lancaster","8654","02/01/2019","515.54","4.50","139.50","175.84","55.76","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Mansfield","8655","02/01/2019","532.26","9.00","279.00","212.92","43.28","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Marion","8656","02/05/2019","519.61","4.00","124.00","355.27","74.13","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Marysville","8657","02/05/2019","315.34","3.00","93.00","222.34","70.51","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Mt. Vernon","8658","02/05/2019","287.62","9.00","279.00","36.34","11.52","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Muncie","8659","02/27/2019","338.88","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Orchard Crossing (Fort Wayne)","8660","02/19/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Polaris Center","8661","02/01/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Reynoldsburg","8662","02/01/2019","476.82","3.00","93.00","86.52","48.20","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Springfield","8663","02/12/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Beavercreek","8664","02/12/2019","626.86","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Huber Heights","8665","02/12/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Anderson","8666","02/12/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Avon","8667","02/24/2019","287.62","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Beechmont (Ohio Pike)","8668","02/18/2019","298.62","0.00","0.00","292.49","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Bloomington","8669","02/24/2019","383.54","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Castleton Crossing","8670","02/26/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Centerville","8671","02/12/2019","287.62","0.00","0.00","457.82","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Colerain","8672","02/14/2019","308.52","0.00","0.00","315.34","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Columbus - IN","8673","02/24/2019","496.18","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Eastgate - Cincinnati","8674","02/18/2019","326.34","0.00","0.00","287.62","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Fairfield","8675","02/13/2019","392.34","0.00","0.00","357.17","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Fields Ertel","8676","02/01/2019","628.62","0.00","0.00","315.34","100.00","Mark Murphy","Cincinnati"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Florence","8677","02/19/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Greenwood","8678","02/26/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Hamilton Town Square","8679","02/25/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Kenwood","8680","02/14/2019","788.34","0.00","0.00","605.00","100.00","Mark Murphy","Columbus"  
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Kokomo","8681","02/26/2019","451.85","0.00","0.00","0.00","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Lafayette Store","8682","02/25/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Liberty Way","8683","02/01/2019","315.34","0.00","0.00","395.34","100.00","Mark Murphy","Cincinnati"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Mass Ave","8684","02/26/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Michigan Road","8685","02/25/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Middletown","8686","02/13/2019","447.34","0.00","0.00","326.48","100.00","Mark Murphy","Columbus" 
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Nora Plaza","8687","02/25/2019","368.14","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Plainfield","8688","02/24/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Terre Haute","8689","02/24/2019","287.62","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - TriCounty","8690","02/13/2019","381.20","0.00","0.00","343.86","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Village Park","8691","02/25/2019","315.34","0.00","0.00","287.62","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Washington Street","8692","02/26/2019","315.34","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Western Hills","8693","02/14/2019","315.34","0.00","0.00","287.62","100.00","Mark Murphy","Columbus"
"CPT/HS","Commercial Flooring Solutions, Inc","Verizon - Short North","8694","02/01/2019","315.34","1.00","31.00","284.34","90.17","Mark Murphy","Columbus"
"CPT","NAI / Ohio Equities","1801 Watermark - Contract Cleaning","8695","02/01/2019","295.00","0.00","0.00","295.00","100.00","Steven Pflug","Columbus"
"HS","Chemical Abstracts","Chemical Abstracts","8696","01/15/2019","300.00","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"  
"Clean | Furniture","Chase Bank","Eastland Hamilton 01 2475 Hamilton Road","8697","01/17/2019","210.00","2.00","62.00","188.00","75.20","Jim Both","Columbus"
"CPT","Nationwide","Nationwide - Executive Floors","8698","01/30/2019","1200.00","10.00","310.00","1190.00","79.33","Steven Pflug","Columbus"
"HS","Mercy Health West Hospital","Mercy West Hospital","8699","01/19/2019","900.00","0.00","0.00","450.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Mercy Health West Hospital","Mercy Health West Hospital","8700","01/31/2019","550.00","0.00","0.00","550.00","100.00","Waylon Roberts","Cincinnati"
"CPT","GCWW - Greater Cincinnati Water Works","Greater Cincinnati Water Works (cww)","8701","01/17/2019","1043.64","12.00","372.00","323.76","46.53","Waylon Roberts","Cincinnati"   
"CPT/HS","General Cable","General Cable","8702","01/01/2019","525.00","15.00","465.00","585.00","55.71","Waylon Roberts","Cincinnati"
"CPT/HS","Anthem BC BS","Anthem Oakley Station","8703","01/31/2019","600.00","0.00","0.00","300.00","100.00","Waylon Roberts","Cincinnati"   
"CPT","Givaudan Flavors Corp","Edison II","8704","01/29/2019","915.00","2.00","62.00","487.00","88.71","Waylon Roberts","Cincinnati"
"CPT","Givaudan Flavors Corp","Edison I","8705","01/29/2019","1067.50","8.00","248.00","819.50","76.77","Waylon Roberts","Cincinnati"
"CPT","Huntington Bank","Huntington Easton","8706","01/05/2019","3173.33","46.50","1441.50","4023.68","73.62","Mark Murphy","Columbus"   
"CPT/HS","Beacon Orthopedics & Sports Medicine","Beacon Orthopedics & Sports Medicine","8707","01/07/2019","500.00","4.00","124.00","376.00","75.20","Waylon Roberts","Cincinnati"   
"CPT","Huntington Bank","Huntington Gateway","8708","01/07/2019","3600.00","31.00","961.00","2116.50","68.77","Mark Murphy","Columbus"   
"CPT","Huntington Bank","Huntington 37 W. Broad St.","8709","01/07/2019","1499.21","25.00","775.00","-212.76","-37.84","Mark Murphy","Columbus"  
"CPT","Huntington Bank","Huntington 17 S. High","8710","01/07/2019","1284.18","19.00","589.00","-53.92","-10.08","Mark Murphy","Columbus" 
"CPT","Huntington Bank","Huntington Center - 41 S. High","8711","01/07/2019","1287.44","7.00","217.00","-109.71","-102.30","Mark Murphy","Columbus"
"CPT","Huntington Bank","HNB 41 S. High 5th Fl Trading","8712","01/07/2019","350.00","7.50","232.50","817.50","77.86","Mark Murphy","Columbus" 
"CPT","ADS","ADS","8713","01/04/2019","650.00","0.00","0.00","0.00","100.00","Mark Murphy","Columbus"   
"CPT","Nationwide","Nationwide - Executive Floors","8714","02/01/2019","1200.00","11.50","356.50","693.50","66.05","Steven Pflug","Columbus"
"HS","Mercy Health West Hospital","Mercy West Hospital","8715","02/01/2019","900.00","14.50","449.50","450.50","50.06","Waylon Roberts","Cincinnati"
"CPT","Mercy Health West Hospital","Mercy Health West Hospital","8716","02/01/2019","550.00","6.00","186.00","364.00","66.18","Waylon Roberts","Cincinnati"
"CPT/HS","Beacon Orthopedics & Sports Medicine","Beacon Orthopedics & Sports Medicine","8717","02/06/2019","500.00","0.00","0.00","0.00","100.00","Waylon Roberts","Cincinnati"  
"CPT/HS","General Cable","General Cable","8718","02/07/2019","525.00","5.00","155.00","370.00","70.48","Waylon Roberts","Cincinnati"
"CPT/HS","Anthem BC BS","Anthem Oakley Station","8719","02/20/2019","600.00","4.50","139.50","160.50","53.50","Waylon Roberts","Cincinnati"   
"CPT","Givaudan Flavors Corp","Edison II","8720","02/26/2019","732.00","15.50","480.50","76.13","13.68","Waylon Roberts","Cincinnati"
"CPT","Givaudan Flavors Corp","Edison I","8721","02/26/2019","854.00","14.00","434.00","92.13","17.51","Waylon Roberts","Cincinnati"
"CPT","Huntington Bank","Huntington Easton","8722","02/01/2019","3173.33","32.50","1007.50","2165.86","68.25","Mark Murphy","Columbus"   
"CPT","Huntington Bank","Huntington Gateway","8723","02/01/2019","3600.00","36.50","1131.50","2897.08","71.91","Mark Murphy","Columbus"   
"CPT","Huntington Bank","Huntington Center - 41 S. High","8724","02/01/2019","1287.44","27.00","837.00","343.16","29.08","Mark Murphy","Columbus" 
"HS","SpectraContract Flooring","Macys Tenant","8725","01/10/2019","350.00","0.00","0.00","350.00","100.00","Steven Pflug","Columbus"
"HS","Aids Task Force","AIDS Task force","8726","01/11/2019","400.00","4.16","128.96","71.04","35.52","Ryan Reynolds","Cleveland"
"CPT","Foster &amp; Motley Inc","Foster ; Motley","8727","01/18/2019","561.00","0.00","0.00","280.50","100.00","Melody Cain","Cincinnati"
"CPT","Nicola Gudbranson and Cooper","nicola, grudbranson and cooper","8728","01/11/2019","250.00","0.00","0.00","250.00","100.00","Ryan Reynolds","Cleveland" 
"CPT","Neyer Property Management","HCBC","8730","01/08/2019","300.00","9.00","279.00","21.00","7.00","Waylon Roberts","Cincinnati"  
"CPT","Planned Parenthood of Greater Ohio","Bedford Heights Branch","8731","01/09/2019","150.00","4.00","124.00","26.00","17.33","Ryan Reynolds","Cleveland"
"CPT","Chemical Abstracts","Chemical Abstracts","8732","01/09/2019","1200.00","4.50","139.50","1060.50","88.38","Mark Murphy","Columbus"   
"CPT","Chemical Abstracts","Chemical Abstracts","8733","02/01/2019","1200.00","9.50","294.50","655.50","69.00","Mark Murphy","Columbus"  
"CPT","Shelbourne c/o Diversified Management","landerbrook 1 and 2","8734","01/16/2019","1185.00","1.00","31.00","117.13","79.07","Ryan Reynolds","Cleveland"
"CPT","Shelbourne c/o Diversified Management","one corporate exchange","8735","01/16/2019","511.00","5.00","155.00","-155.00","0.00","Ryan Reynolds","Cleveland"
"CPT","Shelbourne c/o Diversified Management","one corporate exchange","8736","01/16/2019","511.00","0.00","0.00","511.00","100.00","Ryan Reynolds","Cleveland" 
"CPT","Shelbourne c/o Diversified Management","chagrin plaza east and west","8737","01/16/2019","615.00","6.23","193.13","-39.38","-25.61","Ryan Reynolds","Cleveland"
"CPT","Shelbourne c/o Diversified Management","chagrin highlands one and two","8738","01/16/2019","705.00","3.53","109.43","-21.30","-24.17","Ryan Reynolds","Cleveland"
"CPT/HS","Worthington Libraries","Worthington Park Library","8740","01/08/2019","553.46","0.00","0.00","0.00","100.00","Steven Pflug","Columbus"
"CPT/HS","Worthington Libraries","Worthington Park Library","8741","02/01/2019","553.46","0.00","0.00","276.73","100.00","Steven Pflug","Columbus"
"CPT/HS","Worthington Public Library","Northwest Library","8742","01/30/2019","749.70","11.00","341.00","-91.10","-36.45","Steven Pflug","Columbus"
"CPT/HS","Worthington Libraries","Northwest Library","8743","02/01/2019","749.70","9.00","279.00","-279.00","0.00","Steven Pflug","Columbus"
"Floors | Walk off Ma","Chase Bank","Twelve Mile Farmington 01 33200 12 Mile Road","8744","01/14/2019","150.00","0.00","0.00","150.00","100.00","Dan Coalter","Columbus"
"HS","Hilliard Pediatric Dentistry","Hilliard Pediatric Dentistry","8745","03/14/2019","455.00","0.00","0.00","910.00","100.00","Steven Pflug","Columbus"
"HS","Alterra Real Estate Advisors","COTA Fields","8746","01/09/2019","700.00","5.00","155.00","545.00","77.86","Mark Murphy","Columbus" 
"CPT","Alliance Data Systems","Cad 1 - Spot Cleaning","8747","01/09/2019","600.00","11.00","341.00","19.00","5.28","Mark Murphy","Columbus" 
"CPT","Fiserv","Fiserv","8748","01/09/2019","3720.00","47.50","1472.50","1893.22","56.25","Mark Murphy","Columbus"
"CPT","Alliance Data Systems","Cad 1 - Spot Cleaning","8749","02/01/2019","600.00","11.50","356.50","243.50","40.58","Mark Murphy","Columbus"  
"CPT","Fiserv","Fiserv","8750","02/01/2019","3720.00","27.00","837.00","2573.00","75.45","Mark Murphy","Columbus"
"","Alliance Data Systems","Cad 2 - Spot Cleaning","8751","01/09/2019","600.00","14.50","449.50","60.50","11.86","Mark Murphy","Columbus"
"","Alliance Data Systems","Cad 2 - Spot Cleaning","8752","02/01/2019","600.00","11.00","341.00","259.00","43.17","Mark Murphy","Columbus" 
"HS","NAI / Ohio Equities","Exchange Urban Lofts","8753","01/28/2019","1795.00","5.00","155.00","443.33","74.09","Eddie Davis","Columbus"
"HS","K and D - Terminal Tower","Edgewater Landings","8754","/  /","0.00","3.00","93.00","-93.00","0.00","Ryan Reynolds","Cleveland"
"CPT","Alliance Data Systems","Cad 2 - Regular Cleaning","8755","01/09/2019","1300.00","15.00","465.00","347.50","42.77","Mark Murphy","Columbus"  
"CPT","Alliance Data Systems","Cad 2 - Regular Cleaning","8756","02/01/2019","1300.00","14.00","434.00","703.50","61.85","Mark Murphy","Columbus"  
"CPT","Alliance Data Systems","Alliance Data Systems / Cad 3","8757","01/09/2019","600.00","11.00","341.00","109.00","24.22","Mark Murphy","Columbus"  
"CPT","Alliance Data Systems","Alliance Data Systems / Cad 3","8758","02/01/2019","600.00","9.00","279.00","171.00","38.00","Mark Murphy","Columbus"  
"","Alliance Data Systems","Alliance Data Systems / Cad 3w","8759","01/09/2019","180.00","1.50","46.50","133.50","74.17","Mark Murphy","Columbus" 
"","Alliance Data Systems","Alliance Data Systems / Cad 3w","8760","02/01/2019","180.00","3.00","93.00","177.00","65.56","Mark Murphy","Columbus" 
"CPT","Budros Ruhlin Roe","Budros Ruhlin Roe","8761","02/01/2019","600.00","0.00","0.00","600.00","100.00","Mark Murphy","Columbus"  
"CPT","Carlile, Patchen &amp; Murphy LLP","Carlile Patchen & Murphy","8762","01/09/2019","285.00","4.00","124.00","161.00","56.49","Mark Murphy","Columbus"   
"CPT","Carlile, Patchen &amp; Murphy LLP","Carlile Patchen & Murphy","8763","02/01/2019","285.00","4.00","124.00","161.00","56.49","Mark Murphy","Columbus"   
"HS","LA Fitness","LA fitness","8764","02/26/2019","900.00","5.50","170.50","279.50","62.11","John Tomsich","Cincinnati"
"CPT","American Financial Group","Great American Financial Group","8765","01/10/2019","990.00","0.00","0.00","0.00","100.00","Waylon Roberts","Cincinnati"
"CPT","Chase CBRE","Harbortown","8766","/  /","500.00","0.00","0.00","0.00","100.00","National","Columbus"
"HS","Petland","Petland - Pickerington","8767","01/30/2019","780.00","5.00","155.00","105.00","40.38","Steven Pflug","Columbus"
"HS","Petland","Petland - Pickerington","8768","02/01/2019","520.00","8.00","248.00","272.00","52.31","Steven Pflug","Columbus"
"","","","8769","/  /","0.00","0.00","0.00","0.00","0.00","","Cleveland"
"CPT","GSA - Columbus Field Office","Kinneary Federal Courthouse/Judge Marbleys Chambers","8770","01/11/2019","250.00","1.50","46.50","203.50","81.40","Russ Mclean","Columbus"    
"CPT","Express Scripts","Express Scipts - Dublin","8771","01/15/2019","1750.00","0.00","0.00","0.00","100.00","Steven Pflug","Columbus"
"HS","Architectural Floors","lakewood urgent care","8772","/  /","0.00","3.15","97.65","-97.65","0.00","Ryan Reynolds","Cleveland"
"CPT","Aids Task Force","AIDS task force","8773","01/11/2019","100.00","0.50","15.50","84.50","84.50","Ryan Reynolds","Cleveland"
"CPT/HS","Architectural Floors","white dove mattress","8774","/  /","0.00","2.00","62.00","-62.00","0.00","Ryan Reynolds","Cleveland"
"CPT","NAI / Ohio Equities - Devon Cotterman","MEB 1 - 6775 Bobcat Way","8775","01/09/2019","823.17","5.00","155.00","-17.80","-12.97","Steven Pflug","Columbus" 
"CPT","NAI / Ohio Equities - Devon Cotterman","MEB 1 - 6775 Bobcat Way","8776","02/01/2019","823.17","5.00","155.00","286.06","64.86","Steven Pflug","Columbus"  
"CPT","Careworks","CCI Companies","8777","02/01/2019","665.00","4.00","124.00","208.50","62.71","Mark Murphy","Columbus"   
"CPT","NAI / Ohio Equities","Odi","8778","01/09/2019","1000.00","11.00","341.00","909.00","72.72","Steven Pflug","Columbus"
"CPT","NAI / Ohio Equities - Devon Cotterman","MEB 2 - 6785 Bobcat Way","8779","01/15/2019","272.58","7.50","232.50","40.08","14.70","Steven Pflug","Columbus" 
"CPT","NAI / Ohio Equities","Odi","8780","02/01/2019","500.00","5.00","155.00","345.00","69.00","Steven Pflug","Columbus"
"CPT","NAI / Ohio Equities - Devon Cotterman","MEB 2 - 6785 Bobcat Way","8781","02/01/2019","272.58","0.00","0.00","0.00","100.00","Steven Pflug","Columbus" 
"CPT","NAI / Ohio Equities - Devon Cotterman","DIEC - 6805 Bobcat Way","8782","01/15/2019","855.33","10.00","310.00","-167.44","-117.50","Steven Pflug","Columbus" 
"CPT","NAI / Ohio Equities - Devon Cotterman","DIEC - 6805 Bobcat Way","8783","02/01/2019","855.33","9.00","279.00","356.11","56.07","Steven Pflug","Columbus" 
"CPT","NAI / Ohio Equities - Devon Cotterman","Anatomy Lab - 6795 Bobcat Way","8784","01/15/2019","263.58","0.00","0.00","0.00","100.00","Steven Pflug","Columbus" 
"CPT","NAI / Ohio Equities - Devon Cotterman","Anatomy Lab - 6795 Bobcat Way","8785","02/01/2019","263.58","0.00","0.00","0.00","100.00","Steven Pflug","Columbus" 
"CPT/HS","Northwest Eye Surgeons","Northwest Eye Surgeons","8786","02/05/2019","1080.00","13.00","403.00","520.75","56.37","Steven Pflug","Columbus"    
"CPT/HS","Northwest Eye Surgeons","Northwest Eye Surgeons","8787","02/01/2019","455.00","0.00","0.00","0.00","100.00","Steven Pflug","Columbus"   
"HS","LA Fitness","LA fitness","8788","03/02/2019","3449.72","21.00","651.00","211.43","24.52","John Tomsich","Cincinnati"
"HS","LA Fitness","LA fitness","8789","02/04/2019","3595.28","9.25","286.75","2110.11","88.04","John Tomsich","Cincinnati"
"CPT","Careworks","Careworks","8790","01/09/2019","1200.00","16.00","496.00","604.00","54.91","Mark Murphy","Columbus"   
"CPT","Careworks","Careworks","8791","02/01/2019","1200.00","13.00","403.00","197.00","32.83","Mark Murphy","Columbus"   
"HS","LA Fitness","LA fitness","8792","02/04/2019","679.25","9.25","286.75","392.50","57.78","John Tomsich","Cincinnati"
"CPT","Crothall Healthcare","House of Kilgore","8793","/  /","0.01","5.00","155.00","-154.99","-1000000","John Tomsich","Cincinnati"
"CPT","Ohio Health / Dublin Hospital","Dublin Hospital","8794","01/09/2019","995.00","11.50","356.50","970.17","73.13","Mark Murphy","Columbus"
"CPT","Ohio Health / Dublin Hospital","Dublin Hospital","8795","02/01/2019","995.00","3.50","108.50","886.50","89.10","Gary Christensen","Columbus"
"CPT","NAI / Ohio Equities","Medicaid","8796","01/09/2019","1440.00","5.00","155.00","805.00","83.85","Steven Pflug","Columbus"
"CPT","NAI / Ohio Equities","Medicaid","8797","02/01/2019","1440.00","13.50","418.50","1261.50","75.09","Steven Pflug","Columbus"
"CPT","Squire Patton Boggs","Squire Patton Boggs","8798","01/10/2019","600.00","12.00","372.00","378.00","50.40","Mark Murphy","Columbus"  
"CPT","Squire Patton Boggs (US) LLP","Squire Patton Boggs","8799","02/01/2019","600.00","2.00","62.00","538.00","89.67","Mark Murphy","Columbus"   
"HS","NAI / Ohio Equities","Nai - 7450 Hospital Drive Dmh Mob","8800","01/09/2019","200.00","0.00","0.00","200.00","100.00","Steven Pflug","Columbus"
"CPT","Nai / Ohio Equities","7651 Stagers Loop","8801","01/09/2019","300.00","0.00","0.00","0.00","100.00","Steven Pflug","Columbus"
"CPT","NAI / Ohio Equities","4895 Olentangy River Road","8802","01/09/2019","180.00","0.00","0.00","0.00","100.00","Steven Pflug","Columbus"
"CPT","Thompson Hine, LLP","Thompson Hine","8803","01/10/2019","450.00","2.00","62.00","388.00","86.22","Mark Murphy","Columbus"    
